infant deaths,Alcohol,Hepatitis B,Measles,BMI,Polio,Diphtheria,HIV/AIDS,GDP,Life expectancy
0,10.26,,5,59.4,97,99,0.1,5341.31487,79.6
0,10.45,,0,59,97,99,0.1,48288.5491,79.3
0,10.15,,0,58.6,97,97,0.1,4112.67651,79.2
0,9.95,,1,58.1,97,97,0.1,38969.17163,78.9
0,9.89,,0,57.6,96,98,0.1,37636.11173,78.7
0,9.31,,0,57.1,96,98,0.1,32816.1688,78.4
0,9.25,,0,56.6,95,98,0.1,26834.2625,78.1
0,8.94,,1,56.1,95,98,0.1,24913.24452,78
0,8.59,,0,55.5,96,99,0.1,24253.2542,77.5
2,,86,157,62.5,98,98,0.1,36526.7711,82.4
3,11.5,83,267,62,98,98,0.1,42955.24287,82.2
3,11.1,74,272,61.6,99,99,0.1,42554.1225,82
3,11.5,78,0,61.1,99,99,0.1,4838.2444,81.5
3,11.8,74,14949,6.6,99,99,0.1,4381.288,81.7
3,11.7,65,5048,6.1,99,99,0.1,473.34279,81.3
3,11.8,51,1541,59.6,98,98,0.1,41631.13141,81.1
3,11.9,47,604,59.1,98,98,0.1,45413.6571,89
3,12.2,42,39,58.6,99,98,0.1,416.58397,89
3,12.4,39,40,58,99,99,0.1,36544.5853,86
3,12.2,35,36,57.5,98,98,0.1,34879.72633,81
3,13.18,35,4448,57,99,98,0.1,33874.74255,82
3,13.49,28,0,56.4,96,97,0.1,29691.18158,79.3
3,13.78,29,5185,55.8,97,97,0.1,24275.2426,79.2
3,13.89,28,0,55.2,98,97,0.1,22527.31775,79
3,13.63,26,10000,54.6,98,97,0.1,22465.64184,78.8
2,,8,27,36.3,79,8,2.7,7388.984144,66
2,0.01,7,33,35.8,68,7,2.8,9692.163874,65.5
2,8.86,79,122,35.2,77,79,3.7,9679.742995,64.6
2,8.3,82,2,34.6,8,82,4.9,9774.18117,63.5
2,8.9,75,2,34.1,75,75,6,1716.2258,62.8
2,8.85,67,1,33.5,68,67,7,8754.113376,62.3
2,8.64,79,0,33,74,76,8,763.66223,61.7
2,8.75,82,3,32.4,81,82,8.9,194.2746,61.6
2,9.02,75,0,31.9,78,81,10,8352.81711,61.6
2,8.01,52,90,31.4,44,45,10.7,727.777345,61.4
2,7.72,28,0,3.8,44,45,10.9,6741.293948,65
2,8.13,,63,3.3,44,45,11.1,5685.577736,59.7
2,6.47,,0,29.8,44,45,11,4892.11618,59.7
2,8.34,,110,29.2,44,45,10.7,412.55271,59.7
2,9.29,,5129,28.7,44,45,10.1,3976.14887,59.8
2,8.87,,15,28.1,44,45,9.5,4116.46693,61
3,,97,71,27.3,96,97,1.7,,61.1
3,0.01,96,1,26.7,97,96,1.7,,68
3,0.01,97,0,26,96,97,1.6,,66
3,0.01,98,0,25.4,98,98,1.4,,62
3,3.41,96,0,24.8,95,96,1.8,,59.8
3,3.48,97,2,24.1,97,97,2.1,,59.3
3,2.99,97,0,23.5,97,98,2.7,,59
3,2.79,98,0,22.8,96,96,3,,58.7
3,2.64,97,0,22.2,94,95,3.1,,58.5
3,2.93,95,0,21.5,94,95,3,,58.2
3,2.26,95,0,2.9,94,95,3,,57.7
3,2.51,95,0,2.3,88,87,2.9,,57.3
3,2.47,94,119,19.7,87,87,2.7,,57
3,2.08,92,32,19.1,86,87,2.5,,56.6
3,2.25,91,99,18.5,85,87,2.3,,56.3
3,2.18,91,336,18,84,8,2,,55.9
1,,94,431,56.2,91,94,0.1,3764.64912,74.4
1,6.13,91,3188,55.3,91,91,0.1,4429.6575,74.5
1,5.91,96,7872,54.4,94,93,0.1,4274.376857,74.5
1,7.71,92,31,53.6,93,92,0.1,4142.869175,74.2
1,8.14,89,64,52.8,88,94,0.1,3725.63221,73.9
1,7.24,95,22,52,88,92,0.1,2964.47734,73.8
1,6.66,54,23,51.3,93,88,0.1,276.588512,73.2
1,7.17,89,56,5.5,9,92,0.1,3174.9491,73.9
1,8.65,94,44,49.9,88,98,0.1,2492.12878,74.4
1,6.18,84,334,49.2,89,88,0.1,1872.68416,73.9
1,4.7,79,1356,48.6,82,82,0.1,153.57521,73.9
1,3.74,64,6847,48.1,66,78,0.1,127.367228,72.3
1,3.36,48,216,47.5,74,75,0.1,928.18227,72.7
2,2.72,51,199,47,89,84,0.1,779.3845935,71.7
2,2.76,61,35,46.5,83,87,0.1,733.974142,73
2,3.28,55,50,46,81,8,0.1,691.997711,71.8
2,,88,2464,62.3,94,95,0.1,41176.88158,81
2,11.03,88,443,61.9,94,95,0.1,4792.65288,89
2,10.94,88,1771,61.4,94,95,0.1,4653.91143,86
2,11.18,88,166,6.9,94,95,0.1,4465.24891,86
2,11.2,88,1607,6.4,94,95,0.1,4681.32796,85
2,11.2,88,780,59.9,94,95,0.1,41785.55691,81
2,11.22,88,574,59.5,95,96,0.1,41732.7725,80
2,11.36,87,917,59,95,96,0.1,45699.19832,79.9
3,11.5,86,567,58.5,95,96,0.1,41814.8191,79.8
3,11.76,87,2307,58,94,96,0.1,36447.87232,79.6
3,11.67,9,778,57.6,95,96,0.1,34696.6292,79.2
3,11.83,88,121,57.1,96,96,0.1,34165.9343,79.1
3,11.92,9,779,56.6,96,97,0.1,3359.95215,78.5
3,12.25,87,4657,56.1,97,93,0.1,2525.16445,78.4
3,12.46,86,6024,55.6,96,93,0.1,23687.31689,78.3
3,12.91,84,0,55.1,94,9,0.1,23718.7467,78
37,,88,23,28.6,88,88,0.7,1361.11395,62.4
37,0.01,98,124,28,93,98,0.8,1432.227943,62.1
38,0.01,9,319,27.3,91,9,0.9,1814.492297,61.9
39,0.01,92,1613,26.7,91,92,0.9,1629.8222,61.6
40,1.64,91,120,26.1,91,91,1.3,1574.978653,61.2
40,1.69,94,641,25.5,94,94,1.9,1312.67557,69
41,1.76,94,101,24.9,94,94,2.1,186.76538,66
41,1.78,93,82,24.2,92,93,2.2,1224.41554,63
41,1.25,94,6,23.6,94,94,2.6,19.686718,59.9
41,1.7,84,420,23,84,84,2.9,922.9351677,59.4
41,1.5,84,435,22.4,85,84,3.1,498.172394,58.9
41,1.46,8,60,21.8,81,8,3.2,423.1936389,58.3
41,1.53,8,1939,21.2,8,8,3.4,373.2815537,57.9
42,1.6,8,12289,2.7,8,78,3.5,39.484473,57.6
42,1.49,,13476,2.1,81,79,3.5,273.6596668,57.4
43,1.6,,23068,19.5,88,88,3.6,263.1124679,57.2
0,,96,1,66.5,99,99,0.1,187.78991,81
0,7.53,96,1,66,99,99,0.1,21673.7817,88
0,7.46,98,3,65.4,99,99,0.1,21874.8195,86
0,8.2,98,3,64.9,99,99,0.1,22242.68193,84
0,8.02,95,40,64.3,99,99,0.1,25916.29353,85
0,9,95,149,63.7,99,99,0.1,26917.75898,83
0,9.08,95,2,63.1,99,99,0.1,2971.973,80
0,9.51,95,1,62.4,99,99,0.1,31997.2821,79.9
0,9.67,95,2,61.8,99,99,0.1,28827.32636,79.4
0,9.42,94,0,61.2,98,98,0.1,2481.15781,79.7
0,9.95,93,122,6.5,96,96,0.1,22551.73574,79.3
0,9.56,92,1,59.9,95,95,0.1,21955.149,79.2
0,9.46,92,0,59.2,93,94,0.1,18477.57841,79.1
1,8.09,91,5,58.6,92,92,0.1,1411.31339,79
1,8.62,9,12,58,9,91,0.1,12538.17883,78.7
1,8.48,89,56,57.4,89,89,0.1,1242.95373,78.2
0,,92,0,48.4,99,92,0.1,9212.192824,73.6
0,8.42,97,0,47.4,81,97,0.1,8569.776998,73.5
0,8.25,97,0,46.5,98,97,0.1,7955.615985,73.3
0,8.07,97,0,45.6,98,97,0.1,7583.1872,73.1
0,7.84,94,0,44.7,95,95,0.1,741.48438,72.9
0,7.91,97,0,43.9,94,97,0.1,7365.666659,72.6
0,8.42,99,0,43.1,99,99,0.1,7395.88125,72.4
0,8.92,99,0,42.4,99,99,0.1,7946.944346,72.1
0,9.06,96,0,41.8,96,96,0.1,7322.596862,71.9
0,9.06,91,0,41.1,91,91,0.1,6764.722867,71.7
0,8.8,99,0,4.5,99,99,0.1,6754.512393,71.5
0,8.43,83,0,39.9,84,83,0.1,5836.17763,73
0,9.75,97,0,39.4,98,97,0.1,5773.73577,71.1
0,10.71,98,0,38.8,98,98,0.1,5292.232379,79
0,9.61,96,0,38.2,96,96,0.1,519.958715,77
0,9.4,,0,37.7,97,97,0.1,5117.589923,74
10,,74,0,5.6,9,74,0.4,3923.573344,71.9
10,1.88,73,0,49.9,65,73,0.4,3687.763767,71.7
11,1.93,85,0,49.3,84,85,0.4,3452.828934,71.4
11,2.02,96,0,48.6,94,96,0.4,3299.65139,71.3
11,2.16,88,0,47.9,88,88,0.4,3187.845296,71.1
12,2.14,94,0,47.2,94,94,0.4,2825.5247,77
12,2.14,92,0,46.5,92,92,0.4,2635.753474,76
13,2.21,95,0,45.9,96,95,0.4,2794.22189,79
13,2.4,85,0,45.2,85,85,0.4,2489.955836,75
14,2.38,89,0,44.5,9,89,0.4,2256.56724,69.7
14,2.35,87,0,43.8,87,87,0.4,277.83438,69.2
15,2.4,,0,43.1,88,87,0.4,1872.73783,69.6
15,2.45,,0,42.4,84,84,0.4,1753.349471,69.4
16,2.41,,0,41.7,82,82,0.3,171.771491,69.3
16,2.53,,0,41.1,78,77,0.3,1568.376276,68.4
17,2.63,,0,4.4,8,81,0.2,1655.596261,67.7
26,,54,243,23.3,42,54,0.5,554.48766,59
27,0.01,51,175,22.7,42,51,0.5,561.997387,58.1
27,0.01,63,53,22.2,63,63,1,54.169324,58.8
28,0.01,62,6,21.7,63,62,1.9,52.3485646,58.4
28,0.22,63,11,21.2,63,63,2,459.2912,58.1
29,0.2,64,45,2.8,62,64,2.2,438.7513346,57.8
29,0.18,57,264,2.3,6,57,2.3,436.6895539,57.3
30,0.21,57,89,19.8,59,6,2.3,437.4467238,56.8
31,0.19,57,3,19.4,46,63,2.4,49.456775,56.4
31,0.16,,4,19,53,57,2.6,296.68382,55.6
32,0.21,,99,18.5,59,59,2.7,33.424498,54.7
33,0.34,,10,18.1,65,6,2.8,386.3288283,54
34,0.18,,2497,17.7,61,57,2.9,37.1931781,53.3
35,0.21,,2151,17.3,56,53,3,322.811171,52.9
36,0.17,,7408,16.9,52,5,3,315.83983,52.5
37,0.17,,11294,16.6,47,46,3,34.516918,52.5
4,,87,153,26.3,87,87,3.2,596.8717189,58.9
4,0.01,87,1,25.6,87,87,3.4,642.6256154,58.4
4,0.01,87,0,25,87,87,4.5,61.566347,58.1
4,0.01,87,0,24.3,87,87,5.3,67.7518833,57.6
4,3.57,86,0,23.7,85,86,5.7,692.69989,57.1
4,3.21,83,26,23.1,82,83,5.9,543.957418,56.7
4,2.55,8,0,22.5,78,8,6,544.222779,56.3
5,2.64,,12,21.9,77,77,6,583.5445622,55.6
5,2.98,,1,21.3,76,74,5.7,481.694976,55
5,3.22,,0,2.7,74,71,5.6,418.94454,54.4
5,3.1,,0,2.1,73,68,5.4,424.9534585,53.9
5,2.58,,3526,19.6,69,64,5,393.3138244,53.5
5,2.16,,1158,19,65,6,4.6,36.5718585,53
5,2.47,,298,18.5,61,57,4.1,321.481324,52.8
5,2.55,,126,17.9,56,53,3.6,39.486749,52.5
5,2.84,,0,17.4,52,49,3.1,297.7519443,52.1
0,,95,0,46.7,92,95,0.3,4136.689919,66.2
0,7.64,98,0,45.9,97,98,0.3,43.82321,66
0,7.56,98,0,45,98,98,0.3,3944.178173,65.9
0,7.57,97,0,44.1,97,97,0.3,3785.935665,65.8
0,7.56,93,0,43.2,93,93,0.4,3439.597513,65.6
0,7.52,95,0,42.4,95,95,0.4,326.281212,65.9
0,7.49,98,0,41.6,97,98,0.3,2716.35256,66.1
1,7.32,93,0,4.9,93,93,0.8,2576.124957,66.3
1,7.2,94,0,4.3,94,94,1.9,2327.58324,65.7
1,7.04,93,0,39.6,92,93,1.1,1945.6395,65.2
1,7.35,93,0,39,93,93,1.8,198.455216,65
1,7.84,91,0,38.4,91,91,1.9,145.58861,65.1
1,7.93,9,0,37.8,91,9,2.1,986.7958173,65.3
1,7.73,91,0,37.1,93,91,2.3,96.8674827,65.3
1,6.71,85,0,36.4,9,85,1.7,925.582546,65.4
1,6.63,,0,35.7,79,88,1.1,946.599372,65.4
14,,6,0,49.9,56,6,0.5,814.5463952,63.5
14,0.01,48,0,48.8,55,48,0.5,83.1148117,63.1
14,5.68,68,0,47.7,67,68,0.5,81.265673,62.7
15,5.68,,0,46.5,67,67,0.8,766.8437623,62.3
15,5.68,,0,45.3,67,68,1.5,74.9358452,62.3
23,5.76,,0,44.2,66,66,1.9,662.2795182,36.3
16,5.85,,0,43,65,65,2,668.297646,62.5
16,5.95,,0,41.8,64,63,2.4,674.7564147,62.1
17,6.08,,0,4.7,62,63,2.7,615.8198192,61.8
17,6.18,,0,39.6,61,6,3.3,55.47626,61.1
17,5.57,,0,38.5,6,6,3.9,465.311876,65
18,6.1,,0,37.5,58,55,4.3,387.9429725,58.7
18,6.64,,0,36.5,56,53,4.6,329.782946,59.7
19,6.1,,0,35.6,54,48,4.8,393.16327,59.3
19,6.22,,159,34.8,52,45,5,413.7383164,58.9
20,4.79,,992,34,5,41,5.1,462.486524,58.6
3,,97,0,51,97,97,0.3,2326.15856,74.6
3,2.87,97,0,5.2,97,97,0.3,2242.711912,74.5
4,3.11,97,0,49.3,97,97,0.4,2136.77395,74.3
4,3.11,97,0,48.4,97,97,0.4,2178.38325,74.1
4,3.1,97,0,47.6,97,97,0.4,212.584798,73.9
4,3.1,97,0,46.8,97,97,0.4,1932.85829,73.6
4,3.08,97,0,45.9,97,97,0.5,1815.489496,73.4
4,3.14,92,0,45.1,93,93,0.6,1751.595857,73.2
5,3.16,93,0,44.3,94,94,0.7,1592.572182,73
5,3.23,94,0,43.5,94,95,0.8,1437.628785,72.8
5,3.23,97,0,42.8,98,98,0.9,1311.741714,72.5
5,3.02,93,0,42,94,94,1.2,1217.657961,72.2
6,3.04,91,0,41.2,92,92,1.4,1157.3427,71.9
6,3.09,94,0,4.4,95,95,1.5,1132.8721,71.6
6,2.74,95,0,39.6,99,96,1.6,113.4546,71.3
6,2.61,93,0,38.8,88,94,1.7,188.783165,71
0,,,0,64.8,99,99,0.1,12365.6263,75.8
0,0.01,,0,64.2,99,99,0.1,14117.97668,75.6
0,10.88,,1,63.6,99,99,0.1,13613.6147,75.5
0,11.27,,2,63,99,99,0.1,12834.32349,75
0,11.51,,5,62.4,99,99,0.1,1448.87958,74.8
0,10.78,,0,61.7,99,99,0.1,1325.53379,74.5
0,11.46,,1,61.1,99,99,0.1,12967.16543,74.2
1,11.64,,0,6.5,99,99,0.1,15669.25929,74.1
1,12.55,,0,59.9,99,99,0.1,13842.6549,73.5
1,13.16,,1,59.3,99,99,0.1,11398.76584,73.4
1,12.94,,2,58.8,99,99,0.1,11161.72441,72.9
1,13.28,,0,58.2,99,99,0.1,1259.5266,72.9
1,13.24,,0,57.6,99,99,0.1,8396.25323,72.5
1,13.29,,0,57.1,98,99,0.1,665.6443,72.5
1,13.18,,20,56.6,99,99,0.1,527.85364,72.3
1,12.22,,1,56.1,99,99,0.1,4623.46712,71.7
0,,,0,61,92,92,0.1,5734.4436,82.7
0,7.45,,0,6.6,9,9,0.1,52473.11356,82.5
0,7.31,,0,6.2,91,91,0.1,4781.3888,82.4
0,7.81,,0,59.7,89,89,0.1,44333.8518,82.5
0,8.13,,0,59.3,95,95,0.1,46.217,82.1
0,8.25,,0,58.9,96,96,0.1,41676.44527,81.8
0,10.22,,0,58.5,96,96,0.1,4461.89251,81.6
0,8.49,,0,58.1,98,98,0.1,55575.29196,81.4
0,7.53,,0,57.8,97,97,0.1,68348.31817,81.3
0,7.2,,0,57.4,97,97,0.1,5613.54115,81.1
0,7.05,,0,56.9,95,95,0.1,56249.7555,81
0,6.79,,0,56.5,99,99,0.1,46917.27216,88
0,6.61,,0,55.9,97,97,0.1,3944.999,87
0,6.61,,0,55.4,95,95,0.1,31996.2172,84
0,6.37,,0,54.8,92,92,0.1,28585.9254,80
0,6.17,,0,54.2,98,98,0.1,31813.37344,79.7
910,,87,90387,18.7,86,87,0.2,1613.18878,68.3
957,3.07,79,79563,18.1,84,85,0.2,1573.11889,68
1000,3.11,7,13822,17.5,82,83,0.2,1452.195373,67.6
1100,3.1,73,18668,17,79,82,0.2,1446.98541,67.3
1100,3,44,33634,16.4,79,82,0.2,1461.671957,66.8
1200,2.77,38,31458,15.9,76,79,0.2,1345.77153,66.4
1300,2.5,37,56188,15.4,73,74,0.2,19.317765,66
1300,1.93,29,44258,14.9,69,7,0.3,991.484634,65.5
1400,1.59,6,41144,14.4,67,64,0.3,118.166373,65.2
1500,1.37,6,64185,13.9,66,65,0.3,792.259698,64.8
1500,1.27,8,36711,13.5,65,65,0.3,77.819,64.4
1600,1.2,6,55443,13,58,63,0.3,621.3183767,64
1700,1.19,,47147,12.6,57,61,0.3,541.1352279,63.7
1700,1.1,,40044,12.2,58,59,0.3,466.2842,63.3
1800,1,,51780,11.8,58,59,0.3,447.138966,62.9
1800,0.93,,38835,11.4,57,58,0.3,438.864634,62.5
114,,78,15099,27.4,8,78,0.3,3336.16686,69.1
119,0.09,78,12943,26.5,8,78,0.3,3491.595887,68.9
124,0.09,85,8419,25.6,86,85,0.3,362.663981,68.7
129,0.08,83,15489,24.7,84,83,0.3,3687.953996,68.5
134,0.08,81,21893,23.8,81,81,0.3,3634.27685,68.3
138,0.08,83,18869,22.9,82,81,0.3,3113.48635,68.1
143,0.08,82,20818,22.1,85,78,0.3,2254.44566,67.9
149,0.07,82,15369,21.3,83,77,0.2,216.52766,67.7
154,0.06,76,19456,2.5,77,73,0.2,1855.93915,67.5
159,0.06,66,20422,19.7,78,72,0.1,1586.254,67.3
163,0.06,65,15853,19,79,72,0.1,126.928834,67.2
174,0.06,64,29171,18.2,79,71,0.1,1148.56996,65.3
173,0.05,64,24457,17.5,8,71,0.1,164.59447,66.9
177,0.05,63,14492,16.7,8,7,0.1,899.5556857,66.7
182,0.06,62,3825,16,77,76,0.1,747.9817455,66.5
187,0.06,65,3344,15.4,72,75,0.1,78.92744,66.3
18,,98,615,59.7,98,98,0.1,,75.5
19,0.01,99,99,58.5,99,99,0.1,,75.4
20,0.01,99,189,57.2,98,98,0.1,,75.3
21,0.01,98,332,56,99,99,0.1,,75.1
22,0.03,99,73,54.8,99,99,0.1,,74.7
22,0.03,99,538,53.6,99,99,0.1,,74.1
23,0.03,99,262,52.5,99,99,0.1,,73.3
24,0.02,99,127,51.4,99,99,0.1,,72.7
25,0.02,97,133,5.4,98,99,0.1,,72.4
26,0.02,98,220,49.4,99,98,0.1,,72.2
27,0.01,94,7,48.5,95,95,0.1,,72
28,0.01,95,3,47.6,98,99,0.1,,71.8
29,0.01,98,11644,46.9,99,99,0.1,,75
31,0.01,99,9554,46.2,99,99,0.1,,71.2
33,0.01,94,9582,45.5,95,96,0.1,,78
35,0.01,99,11874,44.9,99,99,0.1,,73
32,,56,1433,59.1,63,58,0.1,4974.2693,68.9
32,0.01,62,1317,58.5,67,64,0.1,673.74737,67.9
32,0.01,66,669,57.8,7,68,0.1,6925.22446,69.5
32,0.01,61,15,57.2,7,69,0.1,6651.12242,76
32,0.17,77,15,56.5,8,79,0.1,5854.614497,77
32,0.19,72,492,55.8,74,74,0.1,452.74948,76
32,0.2,75,30328,55.2,78,78,0.1,3735.144836,74
32,0.17,66,5494,54.5,71,69,0.1,4521.3247,69.3
31,0.14,56,230,53.8,74,57,0.1,3129.224922,65.9
31,0.03,59,474,53.2,63,59,0.1,2351.812429,64.7
31,0.18,65,908,52.5,69,65,0.1,1849.63911,66.8
30,0.32,62,9081,51.9,69,74,0.1,1391.816923,67.2
30,0.07,63,0,51.3,73,75,0.1,,66.5
30,0.15,65,0,5.6,76,77,0.1,,74
30,0.17,66,4088,5.1,8,78,0.1,,72
30,0.2,67,726,49.5,83,8,0.1,,70
0,,95,4,62.8,95,95,0.1,6664.144,81.4
0,10.75,95,33,62.1,96,96,0.1,5553.32623,81.2
0,10.49,95,51,61.3,96,96,0.1,5234.76736,81
0,11.49,95,107,6.5,95,95,0.1,49231.36254,85
0,11.72,95,285,59.7,95,95,0.1,52567.52568,84
0,11.88,46,443,58.9,94,94,0.1,48538.58776,86
0,11.41,,164,58.2,94,94,0.1,51983.78892,79.7
0,12.66,,57,57.4,93,93,0.1,61235.415,79.8
0,13.59,,64,56.6,92,92,0.1,61388.17457,79.5
0,13.44,,87,55.8,91,91,0.1,54326.9713,79
0,13.31,,95,55.1,9,9,0.1,5886.82789,78.7
0,13.32,,334,54.4,89,89,0.1,47631.6377,78.3
0,13.24,,584,53.6,86,86,0.1,4117.15532,78
0,14.17,,243,52.9,83,83,0.1,32539.1937,77.4
0,14.27,,241,52.2,84,84,0.1,28223.55528,77
0,14.07,,0,51.5,86,86,0.1,26241.91883,76.4
0,,96,80,64.9,95,95,0.1,35729.37253,82.5
1,2.62,97,6,64.6,95,95,0.1,37582.84624,82.2
1,2.69,97,50,64.2,96,96,0.1,36393.66932,82.1
1,2.78,97,211,63.8,94,94,0.1,32569.59683,81.8
1,2.67,98,70,63.4,94,94,0.1,33657.15727,81.8
1,2.63,97,23,63,95,95,0.1,3661.994,81.7
1,2.55,98,5,62.6,96,96,0.1,27795.87671,81.5
1,2.47,99,931,62.1,94,94,0.1,29657.4421,81
1,2.33,99,539,61.6,95,95,0.1,258.637,84
1,2.23,96,9,61.1,94,95,0.1,2195.1769,84
1,2.41,96,2,6.6,95,93,0.1,2611.17931,80
1,2.23,99,116,6.1,95,95,0.1,19888.172,81
1,2.32,98,124,59.6,93,93,0.1,18946.99942,79.7
1,2.47,98,2,59.2,91,9,0.1,18431.15696,79.3
1,2.53,96,19,58.7,93,92,0.1,236.19646,79.3
1,2.53,98,36,58.3,93,93,0.1,2152.1432,78.9
1,,93,159,63.6,93,93,0.1,349.14755,82.7
2,7.56,95,0,63.1,95,95,0.1,35396.66517,82.5
2,7.35,96,0,62.6,96,96,0.1,3537.27441,82.3
2,7.49,96,376,62.1,96,97,0.1,34814.12436,82
2,6.98,96,5189,61.5,96,96,0.1,38334.68477,82
2,6.95,96,372,61,96,96,0.1,35849.37364,81.8
2,7.25,96,351,6.5,96,96,0.1,36976.84512,81.6
2,7.96,96,1617,59.9,96,96,0.1,464.18465,81.5
2,8.37,97,321,59.4,97,97,0.1,37698.78573,81.3
2,8.44,96,439,58.8,97,96,0.1,3341.7482,81.2
2,8.65,96,135,58.2,97,95,0.1,31959.26215,88
2,8.98,96,599,57.6,97,94,0.1,31174.56118,89
2,9.3,95,10982,57,97,96,0.1,27387.2258,79.9
2,9.25,95,9385,56.4,96,93,0.1,22196.5736,80
2,9.69,95,0,55.7,96,93,0.1,24.819,79.8
3,9.78,94,1457,55,97,87,0.1,251.2426,79.4
1,,91,0,54.2,91,91,0.5,4965.989857,76.2
1,3.83,92,0,53.5,93,92,0.5,4855.743789,75.8
1,3.79,93,0,52.7,86,93,0.6,56.144952,75.6
1,3.65,96,0,52,96,96,0.5,521.33363,75.3
1,3.58,92,1,51.2,93,92,0.6,513.549487,75.2
1,3.55,94,0,5.5,94,94,0.5,4682.728424,75
1,3.33,9,0,49.7,9,9,0.6,4293.383274,74.7
1,3.51,92,2,48.9,91,91,0.4,492.492378,74.5
1,3.64,92,0,48.1,94,92,0.9,462.517913,74.2
1,3.63,97,0,47.2,99,95,1.5,4313.1682,74
1,3.59,99,0,46.3,99,99,1.9,482.24762,73.5
1,3.67,98,0,45.4,97,98,2.3,3719.97351,73.3
1,3.48,36,0,44.5,99,96,2.3,3465.221998,73.1
1,3.76,,0,43.5,99,99,2.3,3596.496282,73
1,3.89,,0,42.5,99,99,2.2,3394.878,72.7
1,3.46,,0,41.6,95,93,2.2,336.8742,72.6
2,,,35,29,99,96,0.1,34474.13736,83.7
2,0.01,,462,28.6,99,96,0.1,3896.21151,83.5
2,7.55,,229,28.2,99,96,0.1,4454.44746,83.5
2,7.39,,228,27.8,99,97,0.1,4863.47665,83.3
3,7.39,,434,27.4,96,97,0.1,48167.99727,82.5
3,6.9,,450,26.9,98,97,0.1,4457.67639,83
3,7.09,,741,26.4,99,97,0.1,4855.17564,83
3,7.11,,11015,25.9,98,98,0.1,39339.29757,82.7
3,7.29,,0,25.4,97,98,0.1,35275.22843,82.6
3,7.49,,520,24.9,95,98,0.1,35433.98896,82.4
3,7.99,,0,24.4,95,98,0.1,37217.64873,82
3,7.7,,8752,23.8,97,99,0.1,37688.72234,82.1
3,7.83,,8286,23.4,97,97,0.1,3488.3992,81.9
3,7.87,,33812,22.9,89,96,0.1,32289.3554,81.8
4,8.03,,22552,22.5,81,95,0.1,33846.46564,81.5
4,7.97,,22497,22.2,98,85,0.1,38532.488,81.1
4,,99,0,65.6,99,99,0.1,496.99275,74.1
4,0.41,98,20,64.8,98,98,0.1,466.94775,74
4,0.4,98,120,64,98,98,0.1,3992.86717,73.9
4,0.41,98,3,63.2,98,98,0.1,387.753211,73.7
4,0.43,98,0,62.4,98,98,0.1,387.324145,73.6
4,0.51,98,0,61.7,98,98,0.1,3679.19275,73.4
4,0.59,98,0,6.9,98,98,0.1,3492.1396,73.3
4,0.61,97,2,6.1,98,97,0.1,3385.69665,73.1
4,0.6,98,41,59.3,98,98,0.1,2762.86354,73
4,0.59,98,1,58.6,98,98,0.1,2537.349,72.8
4,0.55,95,28,57.8,95,95,0.1,223.83787,72.4
4,0.54,95,21,57,95,95,0.1,261.456882,72.5
4,0.54,97,76,56.3,97,97,0.1,1889.213962,72.3
4,0.54,95,19,55.5,95,95,0.1,1812.288374,72.1
4,0.55,97,61,54.8,97,99,0.1,1728.2659,71.9
4,0.49,93,32,54,94,91,0.1,1657.889256,71.7
4,,98,526,53.1,98,98,0.1,159.9817,72
5,6.29,95,321,52.3,95,95,0.1,1286.56511,69.9
5,6.48,99,73,51.4,98,98,0.1,1389.8561,69.5
6,6.82,95,55,5.6,98,99,0.1,12387.18982,69.1
7,6.63,99,127,49.9,99,99,0.1,11634.42422,68.5
7,6.83,99,4,49.2,98,99,0.1,97.649972,67.8
7,6.64,99,0,48.5,99,98,0.1,7165.2775,67.8
8,7.6,99,20,47.9,99,99,0.1,8513.564645,66.6
8,7.44,94,13,47.3,94,93,0.1,6771.414797,65.3
8,7.08,99,109,46.8,99,99,0.1,5291.57565,65
8,6.94,94,16118,46.3,99,98,0.1,3771.278957,64.6
8,6.55,99,2204,45.8,99,82,0.1,2874.288291,64.7
8,6.58,99,24,45.3,99,99,0.1,268.123657,64.4
8,5.99,95,18,44.8,95,95,0.1,1658.31146,64.7
8,5.75,95,94,44.4,95,95,0.1,149.926751,64.4
9,6,99,245,43.9,96,97,0.1,1229.958,63.9
54,,89,95,22,83,89,2.8,1349.97144,63.4
56,0.01,92,354,21.3,93,92,2.9,1335.6458,62.9
58,1.84,93,190,2.7,94,87,3,1229.114798,62.6
59,1.81,94,0,2.1,94,94,3,1155.2582,62.1
60,1.8,96,2395,19.5,97,96,3.4,987.4453967,61.2
61,1.73,9,95,18.9,9,9,4.3,967.34773,63
62,1.86,88,1218,18.4,89,88,5,92.816252,59.1
64,1.71,88,1282,17.9,88,88,6.4,916.8992515,57.9
66,1.97,81,1516,17.3,76,81,9.1,839.181117,56.8
68,1.76,8,1847,16.9,77,8,10.3,697.66385,55.3
70,1.82,76,153,16.4,7,76,11.6,519.7999346,54.1
72,1.43,73,20,15.9,73,73,13.2,458.8843551,53
74,1.49,73,65,15.5,75,73,14.5,436.6875357,52.4
76,1.66,84,766,15.1,83,84,15.7,395.8493511,52.1
77,1.63,,11304,14.7,77,8,16.9,41.7763612,51.9
77,1.51,,21002,14.4,8,82,18.1,43.9797132,51.9
0,,82,0,77.6,8,78,0.1,1424.483611,66.3
